title;university;author;date;nokiaScore;link;abstract;isNokiaProject;evidence
Effect of fermentation of oat and faba bean flours mixture on oat β-glucan;University of Helsinki, Faculty of Agriculture and Forestry;Karhu, Simo;2024;0;https://helda.helsinki.fi/handle/10138/576526;The primary objective of this thesis was to observe the effect of fermentation of oat and faba bean flour mixture on oat β-glucan. The secondary objective was to define how fermentation conditions affect β-glucan content, pH, total titratable acidity (TTA) and viscosity in oat-faba bean matrix utilizing experimental design and response surface methodology (RSM). As fermentation is a part of manufacturing process of plant-based yoghurt alternatives, this thesis observed the fermentation process in detail to define its effect on β-glucan. The flour mixture consisted of whole grain oat flour, oat bran concentrate, faba bean flour, faba bean protein isolate and water. This mixture was fermented with a commercial yoghurt starter, consisting of Bifidobacterium sbsp., Lactobacillus acidophilus, Lactobacillus delbrueckii subsp. bulgaricus, Lactobacillus paracasei and Streptococcus thermophilus species. Studied fermentation condition factors were time (7 h, 12.5 h, 18 h), temperature (30 °C, 37.5 °C, 45 °C) and inoculum ratio (0.01 %, 0.1 %, 1% w/w). The relationship between the factors and responses were analyzed with the Central Composite Face-centered (CCF) design and response surface modelling. In all tested fermentation conditions, no significant decrease in β-glucan content was observed. However, relationships between fermentation condition factors and other responses were obtained. All factors had decreasing effect on pH and increasing effect on TTA. All factors contributed to viscosity, but temperature was significantly more effective than others, having positive, non-linear effect.;NO;The abstract only describes a food fermentation study and provides no indication it was commissioned by or conducted with Nokia.
IP design tasks in a high-tech development;Oulu University;Jokitulppo, Reino;2023;9;https://oulurepo.oulu.fi/handle/10024/46797;This thesis introduces how a system-on-chip intellectual property is designed. In the beginning a short introduction about SoC IPs is given. In the main chapters the thesis gives a short introduction to every major IP design task. In the later chapter I discuss my own experiences in designing an IP block during my internship at Nokia.;YES;The abstract states the IP block design was discussed based on the author's internship at Nokia.
Crisis communication and media influence during Nokia water contamination event;Oulu University;"Kumar, Vishal; Hopfgartner, Frank; Rossi, Pekka M.; Oussalah, Mourad";2025;1;https://oulurepo.oulu.fi/handle/10024/59516;Abstract This study analyzes public narratives, stakeholder communication, and media framing during the Nokia water contamination crisis (2007–2008), Finland’s largest waterborne epidemic. Especially, using data from online forum (Suomi24), news reports, and official audits, we apply a new aspect-based sentiment analysis combined with thematic clustering over a 3-month crisis timeline period to trace the evolution of public perception in response to crisis events and stakeholder actions. The findings reveal that positive sentiment clusters were driven by visible mitigation efforts and hygiene-related practices, while negative sentiments were centered around contaminated water, institutional mistrust, and health fears. Media analysis showed minimal bias, with most coverage remaining factual, though occasional sensationalism could have amplified public anxiety. Compared to previous institutional communication research, our findings provide a data-driven perspective on citizen discourse-based analysis, offering new insights into how digital platforms can serve as real-time indicators of public trust and emotional response. The study underscores the importance of timely, transparent, and coordinated communication and highlights the potential of aspect-based sentiment analysis as a tool for adaptive crisis management and comprehending stakeholder actions.;NO;kia is mentioned only as the place/event name in the Nokia water contamination crisis, with no indication of collaboration with or work for Nokia company.
5G module as a real user equipment replacement in base station software system testing;Oulu University;Käsmä, Viljami;2023;1;https://oulurepo.oulu.fi/handle/10024/46780;The numerous new features and improvements introduced by the 5th Generation (5G) mobile network also demand advancements and innovation in base station testing methods. The usage of commercially available 5G modules as real User Equipment (UE) test tools in system testing 5G base station software is studied in this thesis. In addition, the applicability of Quality of Service (QoS) measurements (latency and jitter) in the context of the same testing is explored. Potential benefits of using 5G modules over conventionally used devices like smartphones and purpose-built test phones include cheaper procurement costs and increased reliability, ease of use, and safety. Testing procedures currently have little support for these modules, a precondition for widescale utilization of the modules in testing. Following constructive research methodology, a minimum complexity test environment was constructed to study the viability of the proposed concept by comparing it to a commonly used test device, the HMD Nokia 8.3 smartphone. Viability criteria were selected to be equal or better performance. Throughput and QoS (latency and jitter) measurements were conducted with both devices under various signal strength values. The tested 5G module, Quectel RM502Q-AE, was determined to have steadier and higher performance. Excellent performance and the previously mentioned advantages make the tested module a favorable option for base station testing. A correlation was observed in QoS measurements between latency and Block Error Rate (BLER). Further testing is still recommended based on the efforts in this work to get a more comprehensive view of the subject area, as the number of tested devices was limited, and the test setup was rudimentary.;NO;The page text only mentions an HMD Nokia 8.3 smartphone as a comparison device, with no indication the thesis was commissioned by or conducted with Nokia.
Developing the measurement uncertainty calculations and guidelines based on the 3GPP standard for NOKIA TA RF laboratory;Oulu University;Salo, Joonatan;2024;1;https://oulurepo.oulu.fi/handle/10024/50882;The purpose of this bachelor’s thesis is to unify, clarify and revise the measurement uncertainty (MU) calculations made and used by NOKIA Type Approval (TA) Radio Frequency (RF) Laboratory. The calculations were done utilizing the Guide to the expression of uncertainty in measurement (GUM) and the values used in the calculations were obtained directly from the measurement device manufacturers. The results of the calculations were utilized to ensure that the NOKIA TA RF laboratory complies with the 3rd Generation Partnership Project (3GPP) and European Telecommunications Standards Institute (ETSI) standards for the acceptable uncertainty of the test system.;YES;The thesis states it was done to revise measurement uncertainty calculations used by the NOKIA Type Approval RF Laboratory.
6G waves magazine : spring 2025;Oulu University;"Longhurst, Katja; Wittenberg, Ville";2025;1;https://oulurepo.oulu.fi/handle/10024/56002;Foreword The role of research infrastructures has become increasingly critical in engineering sciences due to the rapid rise in the complexity of systems under study. Real-life environments are essential for evaluating the potential of the latest mobile wireless technologies across various emerging application areas. This was the vision in 2015 when we began developing the 5G Test Network (5GTN), which has since been utilised in more than 20 European Commission-funded projects during the 6G Flagship initiative. The 5GTN has earned recognition as one of the world’s premier test networks, evidenced by its designation as a Lighthouse of Finland’s national research infrastructures and its leadership role as the Finnish node in the pan-European SLICES RI research infrastructure, which is now part of the European roadmap for research infrastructures. The federation of over 30 SLICES RI sites is currently underway. Today, 5GTN continues to push boundaries as part of the NATO DIANA program, validating 5G and 6G technologies under the Arctic’s extreme conditions. The 6G Test Centre in Oulu stands at the forefront of dual-use innovation. 5GTN, operating as a private and commercial-grade 5G network, spans not only the university campus but also key sites such as the OuluZone remote drive testing area, Oulu University Hospital, and the Sodankylä Geophysical Observatory. These sites offer unique opportunities for versatile, remote, and Arctic testing. Together with our champion donor companies, including Nokia, Bittium, Keysight, and NVIDIA, we are taking the next steps to enhance our network with tools for AI RAN, sub-THz measurements, multimodal sensing, metaverse applications, and resilience testing. These capabilities form key pillars for the next phase of 6G Flagship research, which will launch in 2026. In particular, resilience in mobile networks is becoming ever more crucial due to the central role of wireless connectivity in society and the vulnerabilities of interconnected networks such as power grids, mobile communications, and satellite positioning systems. We are fully geared up to be among the contributors to the 6G standard, and we are ready to innovate solutions for the era beyond 6G! Prof. Matti Latva-ahoDirector of 6G FlagshipUniversity of Oulu, Finland Prof. Ari PouttuVice Director of 6G FlagshipUniversity of Oulu, Finland;NO;kia is only mentioned as one of several donor companies in a University of Oulu publication, with no evidence the work was done for Nokia.
Suomalaisten pörssiyhtiöiden vastuullisuusraportoinnin kehittyminen vuosina 2014–2021;Oulu University;Kinnunen, Pihla;2023;0;https://oulurepo.oulu.fi/handle/10024/42853;Kandidaatintutkielman aiheeni on suurten suomalaisten pörssiyritysten vastuullisuusraportoinnin kehittyminen vuosien 2014–2021 välillä. Tutkimukseni keskittyy kuvailemaan valitsemieni kahden pörssiyhtiön vastuullisuus- ja kestävyysraporttien keskeisiä muutoksia, trendejä ja kehittymistä valitulla tarkasteluvälillä. Aiheeni valikoitui työkokemukseni myötä: suomalaisessa teknologiayrityksessä pääsin tutustumaan aiheeseen ruohonjuuritasolla aina vastuullisuusraportin tiedon keräämisestä itse julkaistuun raporttiin. Olen kiinnostunut vastuullisuusraportoinnin vallitsevista trendeistä sekä niiden ajallisista ja sisällöllisistä kehittymisistä.;NO;The thesis analyzes two Finnish listed companies’ sustainability reports, and the page gives no indication of Nokia collaboration, commission, internship, or internal Nokia context.
Comparing different approaches for retrieving and visualizing big data;Oulu University;Salow, Anniina;2024;0;https://oulurepo.oulu.fi/handle/10024/48325;Big data is a huge part of companies’ success nowadays and therefore the big data needs to be retrieved and analysed to benefit from it. Big data has taken a remarkable role in business and therefore it is important that companies put effort into their big data analyses. With the data analyses companies can follow data trends in different areas, and notice increasing or decreasing trends quickly. These allow the company to act prior and predict what will be happening in the future. Therefore, companies can act on upcoming changes beforehand. For the data retrieval and analysis, there are multiple ways to execute that. In this research, there are two methods that are considered for data retrieval for the purpose of data analysis. This research will build missing management reports to bring even more benefit from the big data. The two methods will be covered in this research and consider their possibilities and limitations. Elasticsearch, APIs and Python are at the key position when investigating and building data retrieval for the management reports. As Elasticsearch, APIs and Python are for the data retrieval the data also needs to be visualized to create understandable management reports. The visualization will be done in Power BI to visualize the data in graphs and to create useful filters for the users to limit the graphs as they want them to. This research is done following the Design Science Research (DSR) research method.;NO;The provided thesis page and abstract contain no indication of Nokia collaboration, commissioning, employment, or Nokia-specific environment.
Managing company reputation during layoffs;Oulu University;Posti, Anni;2025;0;https://oulurepo.oulu.fi/handle/10024/55766;The role of reputation in a company's everyday business has only been recognized in the literature in recent decades. Reputation influences how willing stakeholders are to cooperate with the company, and how they react to its actions. Achieving and maintaining desired reputation is based on the company’s ability to fulfil stakeholder expectations. These expectations are created by the company’s brand, the values and norms of its stakeholders, and external laws and regulations. Layoffs pose a threat to company reputation, as the announcement alone can disappoint stakeholders. Previous literature has identified meeting stakeholder expectations as the foundation of company reputation, which becomes particularly challenging during the layoffs process. The goal of this thesis was to identify different approaches companies can use to manage their reputation in layoff situations. To explore this, a review of reputation and brand literature was utilized. The main finding was the identification of three approaches to reputation management: (1) the company strives to support its laid-off and remaining employees, (2) the company strives to support its laid-off employees and (3) the company does not strive to support its employees. The conclusions made were observed empirically through multiple case study with three layoff cases. Empirical analysis validated the division made and supported existing theory but also questioned prior knowledge on reputation formation and management. The findings and conclusions attained in this thesis provide additional information and perspectives to reputation management in layoff situations. These findings can be useful for theory building and corporate decision-making. The phenomenon was examined from a high technology perspective and through a small sample, so the results are not broadly generalizable.;NO;The thesis page and abstract provide no indication that the work was commissioned by, conducted with, or done for Nokia.
Estimating stress in online meetings by remote physiological signal and behavioral features;Oulu University;"Sun, Zhaodong; Vedernikov, Alexander; Kykyri, Virpi-Liisa; Pohjola, Mikko; Nokia, Miriam; Li, Xiaobai";2023;0;https://oulurepo.oulu.fi/handle/10024/44366;AbstractWork stress impacts people’s daily lives. Their well-being can be improved if the stress is monitored and addressed in time. Attaching physiological sensors are used for such stress monitoring and analysis. Such approach is feasible only when the person is physically presented. Due to the transfer of the life from offline to online, caused by the COVID-19 pandemic, remote stress measurement is of high importance. This study investigated the feasibility of estimating participants’ stress levels based on remote physiological signal features (rPPG) and behavioral features (facial expression and motion) obtained from facial videos recorded during online video meetings. Remote physiological signal features provided higher accuracy of stress estimation (78.75%) as compared to those based on motion (70.00%) and facial expression (73.75%) features. Moreover, the fusion of behavioral and remote physiological signal features increased the accuracy of stress estimation up to 82.50%.;NO;The page only shows an author named Miriam Nokia, not any collaboration with or commissioning by Nokia the company.
Sum Rate and Cramér-Rao Lower Bound Analysis for RIS-Assisted Multiuser Large-Antenna ISAC;Oulu University;"Uniyal, Smriti; Nguyen, Nhan Thanh; Kumar, Guddu; Di Renzo, Marco; Juntti, Markku";2025;0;https://oulurepo.oulu.fi/handle/10024/58412;Abstract In integrated sensing and communication (ISAC) systems, reconfigurable intelligent surface (RIS) is often able to provide a virtual line-of-sight path to overcome blockage and introduce new degrees of freedom to enhance both communications and sensing performances. In this paper, we explore the synergistic integration of massive multiple-input-multiple-output (MIMO) ISAC and RIS technologies. We first consider the uplink training phase and estimate the channels between the base station and communication users, by using the minimum mean square error method. Then, we derive the closed-form expressions for the downlink communications rate and the Cramér-Rao lower bound for the estimation of the azimuth and elevation angles associated with the sensing target. Extensive simulations verify that the derived analytical results match well with Monte Carlo simulation results. Furthermore, communication and sensing performances are significantly improved owing to the deployment of the RIS. Our analysis lay an important foundation for optimizing RIS-assisted ISAC systems.;NO;The provided page shows an IEEE conference paper in OuluREPO with no mention of Nokia collaboration, commission, employment, or Nokia labs.
Investigating and modeling licensing opportunities for industrial conglomerate;LUT University;Virtanen, Rasmus;2024;1;https://lutpub.lut.fi//handle/10024/167265;"Patent licensing is mostly based on licensing standard essential patents within the domain of mobile devices. Rise of other connected devices referred to as part of Internet of Things are changing the licensing environment. As these can be also licensed by companies with SEP portfolios, leveraging of implementation patents that are not part of any standard could be seen as an opportunity.

Automotive industry is becoming increasingly part of the Internet of Things as vehicles get more complicated and possess numbers of different modern features from connectivity to advanced driver assistance systems. While vehicles’ connectivity features are already licenced by Nokia, the rest remain unlicensed. IoT and automotive are areas of question where it is debated whether licensor should target the Tier-1 manufacturers or use the traditional approach of end-product licensing.

Testing of utilizing implementation patents in both Tier-1 and end-product licensing approaches, resulted in creation of licensing model that can be used for large automotive suppliers operating on Tier-1 level. According to previous literature and the new licensing model created for this thesis, transactional costs are the biggest factor separating these two approaches. For Tier-1 approach to be more beneficial, it has to surpass the increased product value provided by end-product licensing with better value from reduced transactional costs. Due to fact that end-product licensing is widely adopted and preferred by the whole industry, benefits from Tier-1 licensing need to be significant to make it an attractive option. Results show that end-product licensing is still likely the best approach for the selected case.";NO;kia is mentioned as a licensor in the thesis topic, but there is no evidence the thesis was commissioned by or conducted in collaboration with Nokia.
Energy balance of biochar production : case: Carbofex Nokia;LUT University;Tuominen, Susa;2025;1;https://lutpub.lut.fi//handle/10024/169807;"This thesis focuses on biochar production through pyrolysis, utilizing data from Carbofex's demo production plant with spruce wood chips as feedstock. The pyrolysis process, energy balance, and the products generated, biochar, bio-oil and pyrolysis gases are discussed in general. The main objectives are to determine the energy flows in a pyrolysis process and evaluate them. For the calculations, real life data, some assumptions and literature values are utilized. 

Despite facing challenges due to the complexity of process and difficulties of data collection and measurement, the main values were able to be determined. Pyrolysis at 750℃, product yields are 56% biochar, 5% bio-oil, 33% gas and about 5% loss. Based on literature, this would rather match a lower temperature pyrolysis. Heating and drying required a lot of energy, significantly more than just the pyrolysis reactions. Heat for heating and drying mainly comes from flue gas heat exchanger. Even though gas’ product share is lower than biochar, it can still be utilized for heat production on top of usage for pyrolysis. 

The evaluation of the pyrolysis process has provided valuable insights into its operational dynamics, product outputs and areas for improvement. Better and more process data is needed for better analysis for the heating and drying process, including wood chip dryer and fuel gas heat exchanger. Future research should focus on wood chip dryer and exploring new applications for bio-oil.";NO;The thesis uses data from Carbofex's demo production plant, and 'Nokia' appears to refer to the plant location/case name, not Nokia company.
Sunk cost fallacy in the decision of new product projects;LUT University;Vallin, Veeti;2025;0;https://lutpub.lut.fi//handle/10024/169307;"Sunk cost fallacy costs companies huge amounts of money. If a company would be able to recognize these unnecessary expenses early, it could save lots of time and money gaining an advantage over the competition with the saved capital. 

The objective of the thesis is to find out if sunk costs could be anticipated in advance to terminate the project early, before considerable sunk costs. The thesis was done by researching books, articles, and other publications. 

Researched topics include the theory of sunk costs and other decision-making biases. These theories were used in analyzing two different case examples to find common factors, especially decision-making biases, within the cases. 

What was found were characteristics and biases shared with projects starting to experience sunk costs. A major contributor in the cases was unfit leadership that fell into several biases affecting decision making.";NO;The page describes a literature review with case examples and contains no indication of Nokia collaboration, commissioning, employment, or internal Nokia context.
Is Gordon’s Growth model useful in predicting future stock prices : a closer look of the usability in Nasdaq Helsinki;LUT University;Tawaststjerna, Maria;2023;0;https://lutpub.lut.fi//handle/10024/166993;A multitude of factors can affect stock prices, thus creating a need and a want for stock price prediction. Gordon’s Growth model is a method that can be used to estimate future stock prices under certain assumptions, such as regular and constantly growing dividend rate. The aim of this study is to test Gordon’s Growth models usability in Nasdaq Helsinki, whilst also challenging the assumptions and applying the model to irregular dividend payers. A comparison between predicted and actual stock prices as well as between irregular and regular dividend payers is conducted with T-tests assuming unequal variances. The results from the study align with the previous studies discovering undervaluing and overvaluing of the stock prices, thus leading the model to be deemed not useful, at least when used alone. However, the study neither denies the usability as a basis for modified models.;NO;The thesis is a LUT University bachelor’s study on Nasdaq Helsinki stock pricing and shows no indication of Nokia collaboration or commissioning.
Patenttilisensointi osana teknologiayritysten liiketoimintamalleja;LUT University;Runn, Samuel;2024;0;https://lutpub.lut.fi//handle/10024/167241;"Tehokkaalla patenttilisensoinnilla voidaan nähdä olevan merkittävä rooli teknologiayritysten liiketoimintamalleissa, sekä niiden kilpailukyvyn edistämisessä. Patenttilisensointia hyödyntämällä yritykset voivat jakaa teknologisia innovaatioitaan, samalla halliten riskejä liiketoimintakumppaneidensa kanssa. Tärkeimpinä syinä patenttilisenssien käyttöön voidaan nähdä halu tarjota pääsyä teknologiaan vastineeksi taloudellisesta korvauksesta, tai muista strategisista eduista. Tällainen lähestymistapa mahdollistaa teknologian kehittymisen ja innovaatiokierron nopeuttamisen, mikä on erityisen tärkeää nykyaikaisessa, globalisoituneessa ja teknologisesti monimutkaisessa liiketoimintaympäristössä. 

Tässä kandidaatintyössä tutkitaan, miten teknologiayritykset voivat saavuttaa kilpailuetua ja luoda lisätulovirtoja hyödyntämällä patenttilisensointia osana liiketoimintamallejaan. Työssä tutustutaan patenttilisensoinnin eri malleihin ja muotoihin, joiden avulla kilpailuetua voidaan saavuttaa. Tämän lisäksi tarkastellaan strategisia yhteistöitä, sekä teknologian elinkaarta erityisesti teknologiateollisuuden näkökulmasta, käyttämällä hyväksi yritysesimerkkejä. 

Tässä työssä havaittiin, että erilaisten patenttilisensointimallien käyttö osana teknologiayritysten liiketoimintamalleja vaikuttaa positiivisesti yritysten kykyyn luoda kilpailuetua ja monipuolistaa tulonlähteitä. Lisäksi työssä tunnistettiin, että yritysten liiketoimintamalleihin soveltuvat lisenssisopimukset strategisesti merkittävien kumppaneiden kanssa voivat oleellisesti auttaa yrityksiä saavuttamaan strategisia tavoitteitaan, ja vahvistamaan asemaansa markkinoilla.";NO;The thesis page describes a general bachelor’s thesis on patent licensing in technology companies with company examples, but shows no collaboration, commission, or work done for Nokia.
Strateginen diversifiointi yrityskauppojen avulla;LUT University;Saarnio, Tommi;2024;0;https://lutpub.lut.fi//handle/10024/167221;"Yrityskauppoja hyödynnetään yhä enemmän yritysten strategiassa uuden liiketoiminnan synnyttämisessä ja kasvun vauhdittamisessa. Motiiveja yrityskaupan taustalla voi olla markkinaosuuden kasvattaminen, synergiaedut, uuden tietotaidon hankinta tai uusille liiketoiminta-alueille laajentuminen eli diversifiointi. Tämä kirjallisuuskatsauksena toteutettu kandidaatintyö tarkastelee, kuinka strategista diversifiointia toteutetaan yrityskauppojen avulla.

Työn alussa esitellään yrityskaupat ensin yleisellä tasolla. Tässä vaiheessa käydään lyhyesti läpi yrityskauppojen määritelmä ja merkitys, erilaiset yrityskauppatyypit, niiden motiivit ja strategiset tavoitteet sekä yrityskauppaprosessi. Tämän jälkeen siirrytään tarkastelemaan syvällisemmin diversifiointia yrityskaupan motiivina. Työn lopussa esitetään teoriaosuuden tueksi kolme case-esimerkkiä, jossa suomalaiset yritykset ovat hyödyntäneet yrityskauppoja uusille liiketoiminta-alueille laajentumisessa. 

Tutkimus toi ilmi, että yritykset suuntautuvat usein epäorgaaniseen diversifiointiin nopeuttaakseen strategisen aseman saavuttamista, ohittaakseen orgaanisen laajentumisen esteitä sekä hyödyntääkseen valmiita markkina-asemia. Työ toi esille, kuinka kilpailuedun rakentuminen epäorgaanisessa diversifioinnissa liittyy usein resurssien yhteiskäyttöön, synergioihin sekä valmiiden markkina-asemien hyödyntämiseen. Lisäksi havaittiin, että kohdeyrityksen identifioinnin kannalta on keskeistä suorittaa huolellista toimiala- sekä yritystason analyysiä. Integroinnin onnistumistekijöinä esille nousivat integrointistrategian valinta sekä muutosjohtaminen. Seurannalla ja arvioinnilla havaittiin myös olevan tärkeä rooli yrityskauppaprosessin etenemisen arvioinnissa.";NO;The thesis page describes a literature review with Finnish company case examples, but shows no commissioning, collaboration, or work done for Nokia.
UAV battery life-cycle management with EDGE-cloud based service : version 1.00/2024.03.05;LUT University;Tocklin, Sami;2024;0;https://lutpub.lut.fi//handle/10024/167122;"In this thesis different methods for evaluating lithium-ion batteries (LIBs) state of health (SOH) in unmanned aerial vehicles (UAVs) are explored. Additionally an EDGE-cloud based solution for storing and processing data measured from battery packs is presented as a solution for tracking LIB SOH. This thesis is based on books and articles and is conducted as a literature review.

As utilization of UAVs in fields such as public-safety, industry and private use have expanded rapidly, the need for managing UAV’s battery packs have become relevant as current battery technologies such as lithium-polymer do not last as long as the UAV itself. Battery pack management and tracking is vital in UAV applications as highest reliability is required to ensure safe operation (Goebel & Saha, 2015). Determining LIBs SOH is challenging because several variables need to be measured from a battery pack to model its state. Battery pack measurements should be done on every cycle to ensure the most accurate modelling for each battery pack as changes happen in the battery pack cells during every cycle (Goebel & Saha, 2015).

The modelling can be done with a mathematical model or data-driven model such as machine learning (ML) model. Aforementioned need for constant data collection requires good connectivity and data storage. This is why EDGE-cloud based system is investigated as a solution to track battery health over its life-cycle. This is why a EDGE-cloud based service is presented as a good solution for tracking LIB SOC in UAVs.";NO;The thesis page and abstract describe a literature review and do not mention Nokia, collaboration, internship, or Nokia environment.
Tiedonsiirron vaikutus lähiverkossa käyttöjärjestelmällä Windows 10;LUT University;Koskinen, Jericho;2024;0;https://lutpub.lut.fi//handle/10024/167220;"The consumption of data transmission in applications, software, and devices has increased, meaning that high-bandwidth network connections are more necessary than ever. In the Finnish market, the sale of 10-gigabit fiber optic connections to residences has begun. However, achieving 10Gbits/s transmission requires significant processing power and the right hardware. In this bachelor's thesis, we investigate the impact of data transmission on a local area network utilizing the most popular operating system in the market, Windows 10.

The research reveals that without efficient hardware, achieving gigabit transmission in a wired local area network can be challenging. Various network configuration methods are utilized in the study, which have been proven in previous research to improve data transmission. Jumbo frames are one of the methods used to maximize data transmission efficiency.

This work dives deeper into the necessary network configurations, devices, peripherals, and tools required for optimal data transmission implementation. Based on the results of the study, jumbo packet sizes in data transmission give mixed results. The study also compares the latest Wifi7 technology to wired local area network connection.";NO;The thesis page and abstract show a university bachelor’s thesis on Windows 10 LAN data transmission with no mention of Nokia collaboration, commission, or workplace.
Palvelullistamisen vaikutukset valmistavan teollisuuden tuotannon suunnittelussa;LUT University;Eerikäinen, Teemu;2025;0;https://lutpub.lut.fi//handle/10024/169345;"Tämän tutkimuksen tavoitteena on selvittää, miten palvelullistuminen vaikuttaa teollisuusyrityksten tuotantoon ja tuotannon suunnitteluun. Tutkimus on rajattu tarkastelemaan palvelullistamisen vaikutuksia operatiivisiin tuotantoprosesseihin, ja se on toteutettu integroivana kirjallisuuskatsauksena hyödyntäen ajankohtaisia akateemisia lähteitä, case esimerkkejä sekä tuotantoteoreettisia viitekehyksiä. 

Tutkimuksessa perehdytään aluksi palvelullistamisen käsitteeseen ja ilmiön merkitykseen valmistavassa teollisuudessa. Tämän jälkeen analysoidaan tuotannon suunnittelun periaatteita teoreettisten mallien kautta. Lopuksi tarkastellaan palvelullistamisen vaikutuksia käytännön tasolla hyödyntäen esimerkkeinä tunnettuja teollisuusyrityksiä. 

Tutkimuksen tulosten perusteella palvelullistaminen muuttaa tuotannon rakenteita ja edellyttää muun muassa modulaarisuutta, ennakoivaa suunnittelua ja reaaliaikaisen datan hyödyntämistä. Keskeisiksi haasteiksi nousevat tuotannon joustavuuden ylläpitäminen, varastonhallinnan monimutkaistuminen sekä palveluiden ja tuotannon tehokas integrointi. Palvelullistaminen tarjoaa mahdollisuuksia tuotantoprosessien tehostamiseen ja asiakasarvon lisäämiseen etenkin digitaalisten ratkaisujen kautta. 

Palveluiden integroiminen tuotantoon vaatii yrityksiltä uutta ajattelua suunitteluprosesseihin sekä kykyä kehittää organisaation toimintaa vastaamaan palvelukeskeisen liiketoimintamallin vaatimuksiin. Onnistunut integraatio voi lisätä tehokkuutta, vähentää epävarmuuksia ja parantaa kilpailukykyä nopeasti muuttuvilla markkinoilla.";NO;The page describes a literature review bachelor’s thesis with case examples of industrial companies, but shows no collaboration, commission, internship, or other connection to Nokia.
Tekijät GRI 207 -standardin mukaisen raportoinnin taustalla : tarkastelussa yritysten tunnusluvut;LUT University;Immonen, Jenni;2024;0;https://lutpub.lut.fi//handle/10024/168866;"The purpose of this bachelor’s thesis is to investigate whether the financial indicators of companies are related to their choice to report according to GRI 207 -standard. The aim is to identify which factors influence a company’s decision to adopt this standard. The study focuses on the 75 largest listed companies in Finland by revenue. 

This quantitative study uses logistic regression analysis. Data on GRI 207 reporting was collected from annual and sustainability reports. The data on indicators was collected from the Orbis database. The indicators considered were, turnover, net income, market capitalization, year of incorporation, number of employees, ESG score and return on equity. 

Results indicate that only revenue is significantly associated with GRI reporting at a 10 % risk level. Companies with higher revenue are more likely to report according to the standard. No statistically significant association was found for other indicators examined. The results suggest that the explanatory factors for reporting in accordance with the GRI 207 standard may be mainly found elsewhere, which creates interesting opportunities for further research.";NO;The thesis is a LUT bachelor’s study on GRI 207 reporting among 75 large Finnish listed companies, with no indication it was commissioned by or conducted with Nokia.
Yrityksen kilpailuedun muodostuminen : case yhteiskäyttösähköpotkulaudat;LUT University;Nokkala, Otto;2023;0;https://lutpub.lut.fi//handle/10024/165432;"Yhteiskäyttösähköpotkulaudat ovat yleistyneet radikaalisti kaupunkikuvassa lähivuosien aikana. Rakettimaisen kasvun myötä alalle on saapunut lukuisia toimijoita, joiden toiminta ei kuitenkaan asiakkaan silmin eroa toisistaan oikein millään tavalla. Tämän työn tavoitteena on tarkastella eri toimijoiden välisiä eroja ja selvittää, mitkä tekijät luovat kilpailuetua yhteiskäyttösähköpotkulautojen markkinoilla Suomessa.

Työ toteutettiin kirjallisuuskatsauksena tutustumalla ensin kilpailuedusta kirjoitettuun akateemiseen kirjallisuuteen. Tämän jälkeen tutustuttiin yhteiskäyttökulkuneuvoihin ilmiönä, sekä alan liiketoimintamalliin. Työn empiirinen osuus sisältää viiden eri yhteiskäyttösähköpotkulautoja tarjoavan yrityksen vertailun niiden tarjoamien tuotteiden ja palveluiden osalta. Lopuksi valittiin kolme keskeistä kannattavuutta kuvaavaa tunnuslukua, joiden perusteella yritysten kannattavuutta vertailtiin keskenään.

Tutkimuksessa havaittiin useita yhteiskäyttösähköpotkulautojen markkinoilla kilpailuetua luovia tekijöitä. Kilpailuetua luovat markkinoille saapumisen ajoittaminen, tuotteen tai palvelun hinnoittelumalli, sovelluksen ominaisuudet, sekä yrityksen keräämä rahoitus. Kilpailuetua ei syntynyt yrityksen tarjoamasta fyysisestä tuotteesta ja käyttökaupunkien määrästä.";NO;The thesis concerns competitive advantage in shared e-scooter companies and contains no indication of Nokia collaboration, commissioning, or employment.
CCUS-projektit Suomessa : hiilidioksidin talteenotto, hyötykäyttö ja varastointi Suomessa;LUT University;Hovi, Ville;2025;0;https://lutpub.lut.fi//handle/10024/169293;"This bachelor’s thesis examines the ongoing CCUS (carbon capture utilization and stor-age) projects in Finland. The aim is to give an overview of the situation of the CCUS projects in Finland. News articles and information given on the websites of companies about the projects are used as material in this thesis. The theoretical part of the thesis explains what is meant by CCUS. In the result section the projects found are examined in general terms and in more detail on a more case-by-case basis.

In the future CCUS technology is seen as an important tool in the fight against climate change and for reducing atmospheric carbon dioxide levels. In the climate targets set by the European Commission, CCUS technology will play an important role in the EU's efforts to reach the carbon neutral limit by 2050 and to be carbon negative after 2050. Reducing emissions alone is not enough to reach this target which means that carbon dioxide must also be removed through capture.

The results of the thesis show that the utilization of CCUS technology is still very scarce in Finland. Most of the projects are still in the planning stage and waiting for final investment decisions. However, the situation could change significantly by the end of the decade if the planned projects are realised. In particular, several investments are expected in the production of carbon dioxide-based fuels.";NO;The thesis page describes a LUT bachelor’s thesis on CCUS projects in Finland with no mention of Nokia collaboration, commissioning, internship, or employment.
